emisor,termino_consulta,idioma,fuente,titulo,autor,descripcion,url,url_imagen,contenido,fecha_publicacion,fecha_consulta_desde,fecha_consulta_hasta
MINEROS,MINEROS,es,Www.df.cl,"La proyección de Jara: “Evelyn, capaz que tú y yo nos encontremos en la segunda vuelta. Es tiempo de mujeres en nuestro país”",Patricia Marchetti,Ambas candidatas se encontraron la noche de este jueves en la Cena de Negocios Mineros de la Asociación de Industriales de Antofagasta.,https://www.df.cl/empresas/mineria/la-proyeccion-de-jara-evelyn-capaz-que-tu-y-yo-nos-encontremos-en-la,https://www.df.cl/noticias/site/artic/20250822/imag/foto_0000000320250822115536/WhatsApp_Image_2025-08-22_at_12.jpeg,"Hasta las Ruinas de Huanchaca, en la ciudad de Antofagasta, llegaron las candidatas Jeannette Jara y Evelyn Matthei la noche de este jueves. La cita organizada por la Asociación de Industriales de la… [+4710 chars]",2025-08-22T16:35:00,2025-07-27,2025-08-25
ISA,ISA,es,EL PAÍS,Millie Bobby Brown en en 24 ‘looks’ que explican su evolución personal y estilística de los 13 a los 21,S Moda,"La actriz, que empezó su carrera cuando aún era solo una adolescente, acaba de anunciar que ha adoptado a una niña junto a su esposo, el hijo de Jon Bon Jovi",https://elpais.com/smoda/famosos/2025-08-22/millie-bobby-brown-en-en-24-looks-que-explican-su-evolucion-personal-y-estilistica-de-los-13-a-los-21.html,https://imagenes.elpais.com/resizer/v2/FV56DS7WCBHV5ER6RTJ5WK35XM.jpg?auth=862007189c65492e8497aa01e2a17b013118f20a8932e7e1b632d625d6f968d4&width=1200,"Ir al contenido
 Nació en España, se crio en Reino Unido y su familia entera se mudó a Estados Unidos para perseguir su sueño: ser actriz. En 2015 llegó su gran oportunidad, el personaje de Once, la… [+7382 chars]",2025-08-22T16:19:51,2025-07-27,2025-08-25
ENEL,ENEL,es,Latercera.com,Enel hace positivo balance ante el sistema frontal y confirma interrupciones de suministro “focalizadas”,Paula Pareja,"La compañía eléctrica aseguró que se ha repuesto el servicio en ""la gran mayoría de los clientes afectados"". Además, confirmó que en el transcurso de la tarde se deberían normalizar los casos que faltan.",https://www.latercera.com/nacional/noticia/enel-hace-positivo-balance-ante-el-sistema-frontal-y-confirma-interrupciones-de-suministro-focalizadas/,https://www.latercera.com/resizer/v2/Q6C5H6HYYZD6RHMZBTCY3EGYOE.jpg?auth=ef5a03043aad5a06f833ec590667254fc031db7961112629f1b7375e02198d44&height=630&width=1200&smart=true,Hace varios días la Dirección Meteorológica de Chile (DMC) alertó que un fuerte sistema frontal azotaría a la zona central. Los pronósticos acertaron y desde el jueves comenzaron a sentirse fuertes v… [+1473 chars],2025-08-22T16:18:37,2025-07-27,2025-08-25
BBVA,BBVA,es,Elconfidencial.com,JP Morgan Chase vuelve a elevar su participación en Sabadell al 1% en la recta final de la opa de BBVA,Europa Press,"JP Morgan incrementa su posición en la entidad catalana y vuelve a figurar entre los principales inversores, en medio de movimientos corporativos y expectativas por la inminente oferta pública",https://www.elconfidencial.com/empresas/2025-08-22/jp-morgan-banco-sabadell-bbva-1hms_4195308/,"https://images.ecestaticos.com/B_k4RDqq9oo1llRdULppAvc4Epc=/0x0:2272x1515/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/a44/9b6/635/a449b6635a8bb0e4effccea536586b80.jpg","JP Morgan Chase ha elevado su participación en Banco Sabadell al 1,009% y ha vuelto a incluirse en la lista de accionistas significativos de la entidad, en la recta final de la OPA que BBVA quiere la… [+1194 chars]",2025-08-22T16:04:00,2025-07-27,2025-08-25
BBVA,BBVA,es,Elperiodico.com,JP Morgan vuelve a convertirse en accionista significativo del Sabadell en plena OPA hostil de BBVA,Sabina Feijóo Macedo,"El que es el banco más grande de Estados Unidos, y una de las mayores entidades financieras del mundo, ha elevado su participación en Banco Sabadell por encima del 1%. En plena OPA hostil de BBVA, JP Morgan vuelve a apostar por el banco catalán y pasa a figur…",https://www.elperiodico.com/es/economia/20250822/jp-morgan-vuelve-convertirse-accionista-120855070,https://estaticos-cdn.prensaiberica.es/clip/21ea8988-4e62-4a7d-ad61-1ea10c3140dd_16-9-discover-aspect-ratio_default_0.jpg,"El que es el banco más grande de Estados Unidos, y una de las mayores entidades financieras del mundo, ha elevado su participación en Banco Sabadell por encima del 1%. En plena OPA hostil de BBVA, JP… [+1849 chars]",2025-08-22T15:59:26,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Criptonoticias.com,"Los 30 GW de Bitcoin lo hacen invencible frente a Monero, piensa el CEO de Hive",Paulo Márquez,"La cualidad especial de Bitcoin es que es una monumental infraestructura energética descentralizada, según el ingeniero en electrónica.
Leer más",https://www.criptonoticias.com/mineria/bitcoin-no-es-monero-30-gw-aydin-kilic-ceo-hive/,https://www.criptonoticias.com/wp-content/uploads/2025/08/bitcoin-monero-destacada.jpg,"<ul><li>Entrevisté a Aydin Kilic, CEO de Hive Digital Technologies.
</li><li>La minería de Bitcoin es un sistema matemáticamente determinado, según Kilic.
</li></ul>
El 20 de agosto del 2025 entre… [+5520 chars]",2025-08-22T15:04:11,2025-07-27,2025-08-25
ISA,ISA,es,Eldiario.es,HBO Max lanza teaser y muestra las primeras imágenes de la temporada 2 de 'The Pitt',Redacción verTele,"Aclamada por crítica y público y tras revalorizar el género de las series médicas que no atravesaba por su mejor momento, HBO Max ya promociona el regreso de 'The Pitt', aunque su segunda temporada aún se hará esperar
Series semana - Las 15 series de la sema…",https://www.eldiario.es/vertele/videos/trailers-y-avances/hbo-max-lanza-teaser-muestra-primeras-imagenes-temporada-2-the-pitt_7_12551313.html,https://static.eldiario.es/clip/4feccbd6-5665-4378-8ef4-f82100bbca35_facebook-vertele-watermarked-aspect-ratio_default_0.jpg,"Cuando una serie tiene verdadero éxito, y su impacto no sólo se basa en la “percepción de éxito” que habitualmente crean las plataformas para sus estrenos, el cuidado y la promoción que recibe cambia… [+1655 chars]",2025-08-22T14:09:22,2025-07-27,2025-08-25
BBVA,BBVA,es,Excelsior.com.mx,Precio del dólar hoy 22 de agosto: Peso avanza tras datos de inflación,ricardo.lara,"Ricardo Lara / Reuters
El peso mexicano avanzó este viernes 22 de agosto por tercera jornada consecutiva, mientras los inversores asimilaban cifras locales de inflación y del crecimiento económico, en un mercado a la espera de un discurso del jefe de la Rese…",https://www.excelsior.com.mx/nacional/precio-del-dolar-hoy-22-de-agosto-peso-avanza-tras-datos-de-inflacion/1734704,https://www.excelsior.com.mx/media/pictures/2025/08/22/3365424.jpg,"El peso mexicano avanzó este viernes 22 de agosto por tercera jornada consecutiva, mientras los inversores asimilaban cifras locales de inflación y del crecimiento económico, en un mercado a la esper… [+1498 chars]",2025-08-22T14:06:37,2025-07-27,2025-08-25
ISA,ISA,es,Www.abc.es,María del Monte recuerda a su madre en el aniversario de su fallecimiento: «Sé que no quieres que esté triste...»,(abc),"«Hoy hace cuatro años de tu partida. Esto cada vez es más difícil... ». Así comenzaba María del Monte el recuerdo a su madre en el aniversario de su fallecimiento. La ha querido honrar con una sentida carta de homenaje en su Instagram, donde ha demostrado que…",https://www.abc.es/gente/maria-monte-recuerda-madre-aniversario-fallecimiento-quieres-20250822160000-nt.html,https://s3.abcstatics.com/abc/www/multimedia/gente/2025/08/22/maria-del-monte-starlite-U78730875806sbp-1024x512@diario_abc.jpg,«Hoy hace cuatro años de tu partida. Esto cada vez es más difícil...». Así comenzaba María del Monte el recuerdo a su madre en el aniversario de su fallecimiento. La ha querido honrar con una sentida… [+2890 chars],2025-08-22T14:00:01,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,Nacion.com,En Vivo: Rodrigo Chaves comparece en comisión legislativa por presunta concusión,"Aarón Sequeira, Vanessa Loaiza N.",Conozca lo que sucede en la comisión legislativa especial encargada de determinar si procede levantar la inmunidad al presidente Rodrigo Chaves.,https://www.nacion.com/el-pais/en-vivo-rodrigo-chaves-comparece-en-comision/HONXK42APJAAPAZ7ALVDEHVJNU/story/,https://www.nacion.com/resizer/v2/FYICA3CQJJG5PBR4N7TJRM5G7Y.JPG?smart=true&auth=049457558cbe554f4257b9fe5c6843830f766428d579e6753cdfcdf362171d21&width=1440,"El presidente de la República, Rodrigo Chaves, comparece hoy en el Salón de Expresidentes y Expresidenta de la República, ante la comisión legislativa especial encargada de determinar si procede abri… [+2052 chars]",2025-08-22T13:58:28,2025-07-27,2025-08-25
ENEL,ENEL,es,Culturaocio.com,"Chris Evans estará en Vengadores Doomsday y, según una filtración, es objetivo de Doctor Doom",,"Los Russo siguen filmando a toda potencia Vengadores: Doomsday en Reino Unido, con vistas a estrenarse el 18 de diciembre de 2026. Las informaciones más recientes parecen dejar al descubierto importantes detalles sobre el regreso de dos personajes en la pelíc…",https://www.culturaocio.com/cine/noticia-chris-evans-estara-vengadores-doomsday-filtracion-objetivo-doctor-doom-20250822155740.html,https://img.europapress.es/fotoweb/fotonoticia_20250822155740_1200.jpg,"MADRID, 22 Ago. (CulturaOcio) - 
   Los Russo siguen filmando a toda potenciaVengadores: Doomsday en Reino Unido, con vistas a estrenarse el 18 de diciembre de 2026. Las informaciones más recientes … [+2978 chars]",2025-08-22T13:57:40,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Forbes.com.mx,La leyenda del tenis Roger Federer es ahora multimillonario,Justin Birnbaum,"Forbes México.
 La leyenda del tenis Roger Federer es ahora multimillonario

Patrocinios lucrativos y una participación en la marca de calzado On han convertido a la estrella suiza en el séptimo atleta en el club de las tres comas, y una inversión en tecnolog…",https://forbes.com.mx/la-leyenda-del-tenis-roger-federer-es-ahora-multimillonario/,https://cdn.forbes.com.mx/2025/08/Federer.png,"En 2019, Roger Federer se encontraba en la cancha central de Basilea, Suiza, bajo una lluvia de confeti dorado y lágrimas corriendo por su rostro . La emoción era natural tras una victoria en sets se… [+8841 chars]",2025-08-22T13:57:35,2025-07-27,2025-08-25
BBVA,BBVA,es,Elconfidencial.com,MicroBank destina 10 millones a microcréditos de emergencia en ocho CCAA afectadas por los incendios,Servimedia,"Estos préstamos, que cuentan con el respaldo del Fondo Europeo de Inversiones, permiten acceder a importes de hasta 50.000 euros y buscan ofrecer una respuesta rápida a quienes han visto interrumpida su actividad por la emergencia",https://www.elconfidencial.com/empresas/2025-08-22/microbank-microcreditos-emergencia-comunidades-incendios_4195253/,"https://images.ecestaticos.com/r6jN9-ok2Mt-YYswhcTOPjiKRC8=/0x0:1200x800/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/1d4/429/1a9/1d44291a92abee19da13ce6dddcedb86.jpg","MicroBank, el banco social de CaixaBank, ha activado una línea especial de microcréditos de emergencia dotada con 10 millones de euros para autónomos y microempresas afectadas por los incendios en oc… [+2775 chars]",2025-08-22T13:46:00,2025-07-27,2025-08-25
ISA,ISA,es,Eldiario.es,Canarias es la comunidad autónoma peor financiada de España en apoyo por colmena a pesar de contar con raza de abeja propia,Gara Santana,"""¿Cómo puede un consejero exigir recursos para el campo canario y al mismo tiempo aceptar que nuestra apicultura quede en el último lugar en financiación?"", se preguntan desde las asociaciones de apicultores
La abeja negra canaria: miel de premio de una raza…",https://www.eldiario.es/canariasahora/eldiario-agricola/agricultura/canarias-comunidad-autonoma-peor-financiada-espana-apoyo-colmena-pesar-contar-raza-abeja-propia_1_12546140.html,https://static.eldiario.es/clip/21341354-6f8c-4463-bec4-2dabafcf4fc6_facebook-watermarked-aspect-ratio_default_0.jpg,"La Intervención Sectorial Apícola (ISA) , instrumento de la Política Agraria Común (PAC) regulado por el Real Decreto 906/2022, tiene como objetivo principal coordinar la lucha contra la varroosis , … [+5927 chars]",2025-08-22T13:35:24,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Elconfidencial.com,"Fiestas de El Pardo 2025 en Madrid: fechas, programa completo y horario de los conciertos",Marina Velasco,"Durante más de una semana, el Real Sitio se llenará de propuestas que convertirán a este histórico enclave madrileño en el epicentro de la celebración popular, entre ellas, una exhibición de espuma a cargos de los bomberos",https://www.elconfidencial.com/espana/madrid/2025-08-22/programa-completo-fiestas-el-pardo-2025-fechas-y-todo-lo-que-debes-saber-1tna-1qrt_4195203/,"https://images.ecestaticos.com/ZV2npoKomH8ZU3SepcuZedpvlqw=/0x0:1200x675/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/173/c1b/3e2/173c1b3e27cfd7f6e7cd79097fdadf8b.jpg",Descubre un brunch exclusivo en plena Gran Vía de Madrid con cava ilimitado y platos gourmet en la terraza panorámica de un hotel de 5 estrellasPor tiempo limitado: llega a Madrid una experiencia inm… [+5742 chars],2025-08-22T13:06:00,2025-07-27,2025-08-25
BBVA,BBVA,es,El Financiero,Horarios de la jornada 6 Liga MX 2025 HOY: ¿Dónde y a qué hora ver EN VIVO todos los partidos del Apertura 2025?,"Redacción, EFE",¿Cuáles son los partidos de la jornada 6 de la Liga MX en el Apertura 2025? La sexta fecha se disputa del viernes 22 al domingo 24 de agosto.,https://www.elfinanciero.com.mx/deportes/2025/08/22/jornada-6-del-apertura-2025-liga-mx-fechas-horarios-donde-ver-resultados-y-tabla/,https://www.elfinanciero.com.mx/resizer/v2/6ZUZXH3VENHQZEZG55SNSSBC4A.jpg?smart=true&auth=5097d0b9a43df2fafcc2c46df86816865a59b68103ac110da48ee6fd4007e532&width=1200&height=630,"La jornada 6 de la Apertura 2025 de la Liga MX llega este fin de semana con duelos decisivos, luego de que todos los equipos mexicanos quedaron fuera de las semifinales de la Leagues Cup. 
Pachuca d… [+4024 chars]",2025-08-22T13:00:00,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,Nacion.com,Hacienda enfrenta alta carga de pagos para el cierre del año: conozca los detalles,Arianna Villalobos Solís,El Ministerio de Hacienda ajustó su plan de endeudamiento y aumentó la deuda interna para cubrir obligaciones para finalizar el 2025,https://www.nacion.com/economia/hacienda-enfrenta-alta-carga-de-pagos-para-el/XX4DJMYXMJCA7NCBETBNPOB3ME/story/,https://www.nacion.com/resizer/v2/L4GF73F2SJB3LIL4PGPU7TQWOQ.jpg?smart=true&auth=abb7d9c37825345ebbd32168e578448de549518e7e24d96d8938d5b8930b8a0f&width=1440,"El Ministerio de Haciendaenfrenta una pesada carga de obligaciones de pago al cierre de este año y primeros meses del 2026 por compromisos de títulos valores e intereses de deudas, aguinaldos, salari… [+7811 chars]",2025-08-22T13:00:00,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Criptonoticias.com,Falsean 7 bloques de la red Monero,Paulo Márquez,"Con esta, Qubic ejecutó al menos tres reescrituras del registro contable de Monero.
Leer más",https://www.criptonoticias.com/mineria/falsean-7-bloques-de-la-red-monero-xmr/,https://www.criptonoticias.com/wp-content/uploads/2022/04/moreno.png,"<ul><li>Los comerciantes de Monero podrían estar en peligro de pérdida económica.
</li><li>Qubic no tiene el 51% del hashrate de la red, pero cada vez se acerca más.
</li></ul>
Una vez más, Qubic … [+2778 chars]",2025-08-22T12:51:37,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Hola,"Casi nadie sabe para qué sirven, pero son de lo más útil: este es el misterio de los botones metálicos de tus vaqueros",Ana Toro,Un invento que tiene más de un siglo de historia,https://www.hola.com/al-dia/20250822851585/el-misterio-de-los-botones-metalicos-de-tus-vaqueros/,https://www.hola.com/horizon/landscape/2609806f66f9-gettyimages-2227907382.jpg?im=Resize=(1200),"Los vaqueros son una de esas prendas universales que nunca pasan de moda. Desde su nacimiento en el siglo XIX hasta las pasarelas y el street style de hoy, el denim ha acompañado a generaciones enter… [+2546 chars]",2025-08-22T12:04:00,2025-07-27,2025-08-25
BBVA,BBVA,es,Europapress.es,"Pere Romeu: ""Estoy contento con las primeras tres semanas de pretemporada""",,"El entrenador del Barça Femení, Pere Romeu, ha asegurado este viernes estar ""contento"" con las tres primeras semanas de pretemporada, antes del encuentro que disputará su equipo este sábado (04.30 hora peninsular española) contra un conjunto de Estrellas de l…",https://www.europapress.es/deportes/futbol-00162/noticia-pere-romeu-estoy-contento-primeras-tres-semanas-pretemporada-20250822135226.html,https://img.europapress.es/fotoweb/fotonoticia_20250822135226_1200.jpg,"BARCELONA, 22 Ago. (EUROPA PRESS) - 
   El entrenador del Barça Femení, Pere Romeu, ha asegurado este viernes estar ""contento"" con las tres primeras semanas de pretemporada, antes del encuentro que … [+3582 chars]",2025-08-22T11:52:26,2025-07-27,2025-08-25
BBVA,BBVA,es,Europapress.es,"Ranking Ibex 35: empresas con mayor beneficio y pérdidas en el primer semestre de 2025, a la espera de Inditex y Solaria",,El plazo legal para que las empresas del Ibex 35 comuniquen a la Comisión Nacional del Mercado de Valores (CNMV) sus resultados correspondientes al primer semestre de 2025 está a punto de finalizar. Inditex y Solaria serán las últimas compañías en informar de…,https://www.europapress.es/economia/finanzas-00340/noticia-ranking-ibex-35-empresas-mayor-beneficio-perdidas-primer-semestre-2025-espera-inditex-solaria-20250822133213.html,https://img.europapress.es/fotoweb/fotonoticia_20250822133213_1200.jpg,"MADRID 22 Ago. (EUROPA PRESS) -
El plazo legal para que las empresas del Ibex 35 comuniquen a la Comisión Nacional del Mercado de Valores (CNMV) sus resultados correspondientes al primer semestre de… [+6402 chars]",2025-08-22T11:32:13,2025-07-27,2025-08-25
BBVA,BBVA,es,Milenio,Precio del dólar HOY viernes 22 de agosto de 2025: ¿Cuál es el tipo de cambio en México?,Miriam Ramírez,"El dólar HOY 22 de agosto inicia operaciones con el tipo de cambio interbancario en 18.73 pesos mexicanos por billete verde, con una ligera baja del 0.12 por ciento, según datos de Bloomberg.El peso mexicanose depreciaba ayerdespués de que la minuta del más r…",https://www.milenio.com/negocios/precio-del-dolar-hoy-22-de-agosto-2025-a-cuanto-cotiza-en-vivo-atm,https://cdn.milenio.com/uploads/media/2023/07/17/billete-dolar-estadunidense-aparece-grafico.jpg,"El peso mexicano se depreció levemente con 0.05 por ciento, cerrando la jornada en 18.75 unidades por dólar, ayer jueves 21 de agosto de 2025.
Este escenario ocurrió después de que la minuta del más… [+682 chars]",2025-08-22T11:04:00,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Europapress.es,Ocho detenidos por realizar grafitis en bienes protegidos de las sierras mineras de Cartagena y La Unión,,"La Guardia Civil ha detenido a ocho personas de Madrid y Murcia, con edades comprendidas entre los 29 y los 41 años, por realizar pintadas en Bienes de Interés Cultural (BIC) de las sierras mineras de Cartagena y La Unión, en la Región de Murcia, según inform…",https://www.europapress.es/murcia/noticia-ocho-detenidos-realizar-grafitis-bienes-protegidos-sierras-mineras-cartagena-union-20250822123559.html,https://img.europapress.es/fotoweb/fotonoticia_20250822123559_1200.jpg,"La Guardia Civil ha detenido a ocho personas de Madrid y Murcia, con edades comprendidas entre los 29 y los 41 años, por realizar pintadas en Bienes de Interés Cultural (BIC) de las sierras mineras d… [+1563 chars]",2025-08-22T10:35:59,2025-07-27,2025-08-25
Grupo Energía de Bogotá,Grupo Energía de Bogotá,es,Elperiodico.com,"Arde Bogotá: ""La gente aprecia que hagamos temas más duros o sin límite de tiempo""",Montse Terrasa,"Arde Bogotá actúa este sábado, 23 de agosto, en Son Fusteret. La banda cartagenera formada por Antonio García (voz y guitarra), Pepe Esteban (bajo), Dani Sánchez (guitarra) y Jota Mercader (batería), quien responde a esta entrevista, promete una experiencia t…",https://www.elperiodico.com/es/ocio-y-cultura/20250822/arde-bogota-gente-aprecia-hagamos-120844668,https://estaticos-cdn.prensaiberica.es/clip/fc03b856-f9c9-442e-9d6d-46f084858165_16-9-discover-aspect-ratio_default_0.jpg,"Arde Bogotá actúa este sábado, 23 de agosto, en Son Fusteret. La banda cartagenera formada por Antonio García (voz y guitarra), Pepe Esteban (bajo), Dani Sánchez (guitarra) y Jota Mercader (batería),… [+5537 chars]",2025-08-22T10:27:18,2025-07-27,2025-08-25
BBVA,BBVA,es,Jornada.com.mx,Gabriela Rodríguez *: ¿Se disuelve el sueño americano?,Gabriela Rodríguez *,"Al sellarse la frontera que separa a Estados Unidos de México para migrantes no documentados, pareciera que se desvanece el sueño americano. De 250 mil aprehensiones reportadas por los vecinos del norte en el mes de diciembre de 2023, en marzo de 2025 sólo hu…",https://www.jornada.com.mx/2025/08/22/opinion/014a2pol,https://www.jornada.com.mx/imagemeta/1200x630BN.jpg,"l sellarse la frontera que separa a Estados Unidos de México para migrantes no documentados, pareciera que se desvanece el sueño americano. De 250 mil aprehensiones reportadas por los vecinos del nor… [+4835 chars]",2025-08-22T09:51:58,2025-07-27,2025-08-25
BBVA,BBVA,es,Jornada.com.mx,Gabriela Rodríguez *: ¿Se disuelve el sueño americano?,Gabriela Rodríguez *,"Al sellarse la frontera que separa a Estados Unidos de México para migrantes no documentados, pareciera que se desvanece el sueño americano. De 250 mil aprehensiones reportadas por los vecinos del norte en el mes de diciembre de 2023, en marzo de 2025 sólo hu…",https://www.jornada.com.mx/2025/08/22/politica/014a2pol,https://www.jornada.com.mx/imagemeta/1200x630BN.jpg,"l sellarse la frontera que separa a Estados Unidos de México para migrantes no documentados, pareciera que se desvanece el sueño americano. De 250 mil aprehensiones reportadas por los vecinos del nor… [+4835 chars]",2025-08-22T09:51:58,2025-07-27,2025-08-25
ENEL,ENEL,es,La Nacion,"Las guerreras del K-Pop, el fenómeno animado de Netflix que es el más visto de la plataforma y el más escuchado en el mundo",Natalia Trzenko,La película lleva nueve semanas en los primeros puestos de la compañía de streaming y sus canciones dominan los rankings musicales,https://www.lanacion.com.ar/espectaculos/cine/las-guerreras-del-k-pop-el-fenomeno-animado-de-netflix-que-es-el-mas-visto-de-la-plataforma-y-el-mas-nid22082025/,https://resizer.glanacion.com/resizer/v2/una-imagen-de-las-guerreras-del-k-pop-el-gran-WDZN5PLNNNDIVEFBO2RSLKZQAM.jpg?auth=3dbbadb9cf4e7dc08eade6aef42000f192be513c246a4a6691cfba8d8ee90072&width=1200&height=503&quality=70&smart=false&focal=926%2C245,"La película de animación más exitosa en lo que va de 2025 tiene más en común con El juego del calamar que con las princesas de Disney, los juguetes de Pixar o los Minions de Universal, líderes habitu… [+7682 chars]",2025-08-22T09:00:01,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Www.df.cl,El potencial de la computación espacial para mitigar riesgos de seguridad y optimizar las operaciones mineras,Marco Zecchetto,"La industria ya aplica tecnologías inmersivas, IoT y gemelos digitales para capacitación, simulación de escenarios y prevención, pero hay desafíos.",https://www.df.cl/df-lab/tech-negocios/el-potencial-de-la-computacion-espacial-para-mitigar-riesgos-de-seguridad-y,https://www.df.cl/noticias/site/artic/20250821/imag/foto_0000000520250821183825/Credito-Minverso.jpg,"El derrumbe al interior de la mina El Teniente, de Codelco, que dejó a seis trabajadores fallecidos, abrió el debate respecto de la seguridad en las faenas mineras. En este contexto, las soluciones t… [+4961 chars]",2025-08-22T08:00:00,2025-07-27,2025-08-25
BBVA,BBVA,es,Elperiodico.com,"El Ibex 35 pierde un 0,2% y se aleja de los 15.300 puntos",EP,"El Ibex 35 abrió la sesión de este viernes con un descenso del 0,2% que llevó al selectivo hasta los 15.273 enteros, perdiendo de nuevo los 15.300 puntos, en una jornada que contará con el presidente de la Reserva Federal de Estados Unidos (Fed), Jerome Powel…",https://www.elperiodico.com/es/economia/20250822/ibex-35-resultados-bolsa-viernes-22-agosto-120839670,https://estaticos-cdn.prensaiberica.es/clip/1653affa-466e-495c-bdc6-9fdcfe4d8ebf_16-9-discover-aspect-ratio_default_0.jpg,"El Ibex 35 abrió la sesión de este viernes con un descenso del 0,2% que llevó al selectivo hasta los 15.273 enteros, perdiendo de nuevo los 15.300 puntos, en una jornada que contará con el presidente… [+3811 chars]",2025-08-22T07:47:42,2025-07-27,2025-08-25
BBVA,BBVA,es,Europapress.es,"El Ibex 35 cae un 0,2% en la apertura y se despide de los 15.300 puntos a la espera de Powell",,"El Ibex 35 abrió la sesión de este viernes con un descenso del 0,2% que llevó al selectivo hasta los 15.273 enteros, perdiendo de nuevo los 15.300 puntos, en una jornada que contará con el presidente de la Reserva Federal de Estados Unidos (Fed), Jerome Powel…",https://www.europapress.es/economia/bolsa-00348/noticia-ibex-35-cae-02-apertura-despide-15300-puntos-espera-powell-20250822091341.html,https://img.europapress.es/fotoweb/fotonoticia_20250822091341_1200.jpg,"MADRID 22 Ago. (EUROPA PRESS) - 
 El Ibex 35 abrió la sesión de este viernes con un descenso del 0,2% que llevó al selectivo hasta los 15.273 enteros, perdiendo de nuevo los 15.300 puntos, en una jo… [+3856 chars]",2025-08-22T07:13:41,2025-07-27,2025-08-25
BBVA,BBVA,es,Mundodeportivo.com,"Alexia: ""¿Jugar en México? Mi presente es pelear con todo en el Barça, pero nunca se sabe""",Ángel Pérez,"El primer equipo femenino del FC Barcelona se encuentra en México para disputar una mini gira de pretemporada con dos compromisos amistosos en el país azteca. En la previa del primero, en el que se medirán a un combinado de estrellas de la Liga BBVA MX Femeni…",https://www.mundodeportivo.com/futbol/fc-barcelona/20250822/1002518479/alexia-jugar-mexico-mi-presente-pelear-barca-nunca.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2025/08/22/68a81202ef1a2.jpeg,"El primer equipo femenino del FC Barcelona se encuentra en México para disputar una mini gira de pretemporada con dos compromisos amistosos en el país azteca. En la previa del primero, en el que se m… [+5008 chars]",2025-08-22T06:51:57,2025-07-27,2025-08-25
BBVA,BBVA,es,Excelsior.com.mx,Liga MX anuncia nuevas medidas de seguridad,enrique.lopez,"Enrique López
La Liga MX y la Federación Mexicana de Futbol (FMF) anunciaron una serie de medidas inmediatas para frenar los incidentes violentos que mancharon la Jornada 5 del Apertura 2025, donde se reportaron hechos lamentables en el Estadio Universitario…",https://www.excelsior.com.mx/adrenalina/liga-mx-anuncia-nuevas-medidas-de-seguridad/1734658,https://www.excelsior.com.mx/media/pictures/2025/08/21/3365343.jpg,"La Liga MX y la Federación Mexicana de Futbol (FMF) anunciaron una serie de medidas inmediatas para frenar los incidentes violentos que mancharon la Jornada 5 del Apertura 2025, donde se reportaron h… [+1875 chars]",2025-08-22T05:36:28,2025-07-27,2025-08-25
BBVA,BBVA,es,Www.abc.es,Adiós a las aguas ácidas: Water Challenge prueba su patente para reciclar líquidos en el río Tinto,(abc),"Limpiar las aguas sin importar si están contaminadas desde hace cientos de años. Este es el objetivo de Water Challenge , una 'startup' española que ha logrado financiación europea para probar a escala real un método que tiene patentado en más de 30 países pa…",https://www.abc.es/sevilla/economia/adios-aguas-acidas-water-challenge-prueba-patente-20250822191701-nts.html,https://s2.abcstatics.com/abc/www/multimedia/sevilla/2025/08/16/Interior-planta-modular-de-Water-Challenge(1)-U26521670131tJb-1024x512@diario_abc.jpg,"Limpiar las aguas sin importar si están contaminadas desde hace cientos de años. Este es el objetivo de Water Challenge, una 'startup' española que ha logrado financiación europea para probar a escal… [+3427 chars]",2025-08-22T05:04:25,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Lavozdegalicia.es,Demuestra tú que es falso,César Rodríguez,"Cada catástrofe o emergencia está rodeada de desinformación, de bulos",https://www.lavozdegalicia.es/noticia/opinion/2025/08/21/demuestra-tu-falso/00031755788197425188254.htm,https://img.lavdg.com/sc/JWAVC6sUORpwzsEaQh4KsYsvXug=/1280x/2025/08/21/00121755788462251583565/Foto/j_20250819_203846000.jpg,"Cada catástrofe o emergencia está rodeada de desinformación, de bulos. Lo vimos con la dana o el apagón. Lo vemos con los incendios. Mucha gente cree que puede estar informada solo usando redes socia… [+1082 chars]",2025-08-22T03:00:00,2025-07-27,2025-08-25
